year,month,area,head_total
2022,11,"P013",2
2022,11,"P016",1
2022,11,"P020",5
2022,11,"P028",9
2022,12,"M19A",1
2022,12,"P004",1
2022,12,"P013",7
2022,12,"P014",2
2022,12,"P016",3
2022,12,"P018",2
2022,12,"P020",5
2022,12,"P028",7
2022,,"H025",11
2022,,"H027",1
2022,,"M094",2
2022,,"M101",1
2022,,"M153",4
2022,,"M23B",10
2022,,"P001",7
2022,,"P002",8
2022,,"P003",1
2022,,"P004",1
2022,,"P006",2
2022,,"P009",2
2022,,"P011",1
2022,,"P013",3
2022,,"P014",19
2022,,"P015",1
2022,,"P017",3
2022,,"P018",1
2022,,"P020",11
2022,,"P025",9
2022,,"P027",2
2022,,"P123",1
2022,,"P125",1
2022,,"P29M",2
2022,,"P2W",13
2023,1,"M19A",2
2023,1,"M19B",22
2023,1,"P013",5
2023,1,"P014",4
2023,1,"P017",2
2023,1,"P018",3
2023,1,"P020",24
2023,1,"P025",1
2023,1,"P028",6
2023,2,"M19A",1
2023,2,"M19B",10
2023,2,"M23B",3
2023,2,"P013",2
2023,2,"P014",1
2023,2,"P017",2
2023,2,"P018",1
2023,2,"P020",12
2023,2,"P028",4
2023,3,"M19B",17
2023,3,"M23B",6
2023,3,"P001",1
2023,3,"P013",7
2023,3,"P014",13
2023,3,"P015",2
2023,3,"P016",4
2023,3,"P017",25
2023,3,"P018",9
2023,3,"P020",23
2023,3,"P025",1
2023,3,"P028",12
2023,3,"P123",12
2023,3,"P124",1
2023,3,"P29M",2
2023,4,"M19B",2
2023,4,"M23B",20
2023,4,"P001",1
2023,4,"P015",3
2023,4,"P018",2
2023,4,"P020",10
2023,4,"P024",1
2023,4,"P123",12
2023,5,"H027",1
2023,5,"H02W",3
2023,5,"M19B",33
2023,5,"M23B",46
2023,5,"P001",27
2023,5,"P003",4
2023,5,"P004",22
2023,5,"P009",2
2023,5,"P011",12
2023,5,"P013",10
2023,5,"P015",5
2023,5,"P016",8
2023,5,"P018",18
2023,5,"P020",10
2023,5,"P024",7
2023,5,"P025",44
2023,5,"P026",1
2023,5,"P027",7
2023,5,"P123",32
2023,5,"P125",2
2023,6,"H025",8
2023,6,"H026",6
2023,6,"H23B",3
2023,6,"M19A",8
2023,6,"M23A",7
2023,6,"M23B",283
2023,6,"P001",174
2023,6,"P003",8
2023,6,"P004",23
2023,6,"P006",9
2023,6,"P007",2
2023,6,"P008",1
2023,6,"P009",100
2023,6,"P011",17
2023,6,"P012",3
2023,6,"P013",48
2023,6,"P014",2
2023,6,"P015",34
2023,6,"P016",6
2023,6,"P018",2
2023,6,"P020",31
2023,6,"P021",15
2023,6,"P024",10
2023,6,"P025",163
2023,6,"P026",41
2023,6,"P027",52
2023,6,"P101",1
2023,6,"P104",2
2023,6,"P111",5
2023,6,"P121",1
2023,6,"P123",58
2023,6,"P124",35
2023,6,"P125",55
2023,6,"P126",1
2023,6,"P127",1
2023,6,"P2W",3
2023,7,"GSPS",1
2023,7,"H004",7
2023,7,"H024",1
2023,7,"H025",4
2023,7,"H026",9
2023,7,"H23B",15
2023,7,"M101",4
2023,7,"M104",1
2023,7,"M19A",1
2023,7,"M19B",1
2023,7,"M23B",122
2023,7,"M401",6
2023,7,"P001",176
2023,7,"P003",9
2023,7,"P004",4
2023,7,"P006",15
2023,7,"P007",2
2023,7,"P008",9
2023,7,"P009",98
2023,7,"P011",28
2023,7,"P012",45
2023,7,"P013",94
2023,7,"P014",93
2023,7,"P015",60
2023,7,"P016",32
2023,7,"P017",55
2023,7,"P020",40
2023,7,"P021",8
2023,7,"P022",1
2023,7,"P024",18
2023,7,"P025",207
2023,7,"P026",87
2023,7,"P027",66
2023,7,"P111",5
2023,7,"P121",3
2023,7,"P123",161
2023,7,"P124",97
2023,7,"P125",53
2023,7,"P126",35
2023,7,"P127",30
2023,7,"P29M",6
2023,7,"P2W",2
2023,8,"H023",2
2023,8,"H026",1
2023,8,"H027",4
2023,8,"H23B",3
2023,8,"M094",1
2023,8,"M101",4
2023,8,"M103",2
2023,8,"M145",1
2023,8,"M152",1
2023,8,"M153",3
2023,8,"M19B",17
2023,8,"M23A",22
2023,8,"M23B",124
2023,8,"P001",257
2023,8,"P003",7
2023,8,"P004",6
2023,8,"P006",10
2023,8,"P007",1
2023,8,"P008",8
2023,8,"P009",56
2023,8,"P012",17
2023,8,"P013",100
2023,8,"P014",98
2023,8,"P015",22
2023,8,"P016",19
2023,8,"P017",43
2023,8,"P018",7
2023,8,"P020",222
2023,8,"P025",199
2023,8,"P026",36
2023,8,"P027",14
2023,8,"P028",6
2023,8,"P101",1
2023,8,"P121",8
2023,8,"P123",97
2023,8,"P124",54
2023,8,"P125",8
2023,8,"P126",40
2023,8,"P127",38
2023,8,"P29M",7
2023,8,"P2W",7
2023,9,"M101",5
2023,9,"M104",1
2023,9,"M127",1
2023,9,"M153",4
2023,9,"M19B",11
2023,9,"M23A",5
2023,9,"M23B",10
2023,9,"P001",52
2023,9,"P004",1
2023,9,"P009",2
2023,9,"P012",3
2023,9,"P013",66
2023,9,"P014",33
2023,9,"P015",9
2023,9,"P016",2
2023,9,"P017",36
2023,9,"P020",54
2023,9,"P025",3
2023,9,"P028",11
2023,9,"P123",29
2023,9,"P124",3
2023,9,"P127",1
2023,9,"P29M",6
2023,10,"M19B",11
2023,10,"M23B",1
2023,10,"P013",7
2023,10,"P014",9
2023,10,"P015",4
2023,10,"P020",4
2023,10,"P028",20
2023,10,"P29M",2
2023,11,"M19B",1
2023,11,"P013",2
2023,11,"P014",3
2023,11,"P017",3
2023,11,"P020",4
2023,11,"P028",17
2023,11,"P29M",4
2023,12,"M19A",1
2023,12,"M19B",2
2023,12,"P017",1
2023,12,"P020",3
2023,12,"P028",3
2023,,"H024",1
2023,,"H025",1
2023,,"H027",3
2023,,"M040",1
2023,,"M068",1
2023,,"M104",1
2023,,"M148",1
2023,,"M19A",1
2023,,"M19B",2
2023,,"M23B",2
2023,,"M304",1
2023,,"P001",16
2023,,"P004",1
2023,,"P012",1
2023,,"P014",8
2023,,"P015",2
2023,,"P017",4
2023,,"P020",12
2023,,"P025",6
2023,,"P026",2
2023,,"P104",1
2023,,"P126",4
2023,,"P2W",5
